source_journal_name,target_journal_name,source_count,target_count,group_total_count,confidence,reason,generated_date
BIOMA Jurnal Biologi dan Pembelajarannya,BIOMA: Jurnal Biologi dan Pembelajarannya,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Biotribune Magazine,BioTribune Magazine,7,32,39,high,case_only,2026-05-12
"Bubble Science, Engineering & Technology","Bubble Science, Engineering &amp; Technology",13,20,33,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Bubble Science Engineering & Technology,"Bubble Science, Engineering &amp; Technology",6,20,26,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Cellular & Molecular Medicine: Open access,Cellular & Molecular Medicine Open access,17,18,35,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Cellular & molecular medicine: open access,Cellular & Molecular Medicine Open access,3,18,21,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Cellular &amp; Molecular Medicine: Open access,Cellular & Molecular Medicine Open access,1,18,19,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Chronicles of health impact assessment,Chronicles of Health Impact Assessment,1,38,39,high,case_only,2026-05-12
COMMENT Journal of Community Empowerment,COMMENT: Journal of Community Empowerment,17,22,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Contemporary Central & East European Law,Contemporary Central and East European Law.,3,36,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Contexto Revista anual de estudios literarios,Contexto. Revista anual de estudios literarios,3,35,38,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Contexto: revista anual de estudios literarios,Contexto. Revista anual de estudios literarios,1,35,36,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Creighton journal of interdisciplinary leadership,Creighton Journal of Interdisciplinary Leadership,11,28,39,high,case_only,2026-05-12
DELIMA Jurnal Kajian Kebidanan,DELIMA: Jurnal Kajian Kebidanan,9,30,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Design Art Industry,Design. Art. Industry,9,30,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Diktum : Jurnal Ilmu Hukum,Diktum: Jurnal Ilmu Hukum,9,30,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Discover Bacteria.,Discover Bacteria,17,22,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
DIVERSI : Jurnal Hukum,DIVERSI Jurnal Hukum,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
EDU REVIEW International Education and Learning Review / Revista Internacional de Educación y Aprendizaje,EDU REVIEW. International Education and Learning Review / Revista Internacional de Educación y Aprendizaje,12,27,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Eger journal of American studies /,Eger Journal of American Studies,15,15,30,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Eger journal of American studies,Eger Journal of American Studies,9,15,24,high,case_only,2026-05-12
El Nubuwwah: Jurnal Studi Hadis,El Nubuwwah Jurnal Studi Hadis,16,23,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Electronic Business Management and Technology Journal,"Electronic, Business, Management and Technology Journal",19,20,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Energy Justice,Energy Justice.,6,33,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Environmental Research Water,Environmental Research: Water,15,24,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Eurasian Journal of Law Finance and Applied Sciences,"Eurasian Journal of Law, Finance and Applied Sciences",8,31,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
European Journal of Food Science and Technology,European journal of food science and technology,13,26,39,high,case_only,2026-05-12
Fair Value: Jurnal Ilmiah Akuntansi dan Keuangan,Fair Value Jurnal Ilmiah Akuntansi dan Keuangan,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Falah: Journal of Sharia Economic Law,Falah Journal of Sharia Economic Law,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Fibonacci Jurnal Ilmu Ekonomi Manajemen dan Keuangan,"Fibonacci: Jurnal Ilmu Ekonomi, Manajemen dan Keuangan",14,25,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
FiTUA: Jurnal Studi Islam,FiTUA Jurnal Studi Islam,5,34,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Genome letters,Genome Letters,11,28,39,high,case_only,2026-05-12
Geological field trips,Geological Field Trips,7,32,39,high,case_only,2026-05-12
GHULAMUNA JOURNAL OF EARLY CHILDHOOD EDUCATION,GHULAMUNA: JOURNAL OF EARLY CHILDHOOD EDUCATION,11,28,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Home front studies,Home Front Studies,19,20,39,high,case_only,2026-05-12
IJL,ijl,3,36,39,high,case_only,2026-05-12
Immunochemistry & immunopathology,Immunochemistry & Immunopathology,2,37,39,high,case_only,2026-05-12
"International Journal of Advanced Engineering, Sciences and Applications",International Journal of Advanced Engineering Sciences and Applications,12,27,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International Journal of Biomedical Research & Practice,International Journal of Biomedical Research &amp; Practice,13,26,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International Journal of Business Management and Finance Research,International journal of business management and finance research,9,30,39,high,case_only,2026-05-12
International journal of group theory,International Journal of Group Theory,8,31,39,high,case_only,2026-05-12
International Journal of Informatics and Applied Mathematics,International journal of informatics and applied mathematics,9,30,39,high,case_only,2026-05-12
International Journal of Law Ethics and Technology,"International Journal of Law, Ethics, and Technology",17,22,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International Journal of Management Trends Key Concepts and Research,International Journal of Management Trends: Key Concepts and Research,10,29,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International journal of molecular veterinary research,International Journal of Molecular Veterinary Research,2,37,39,high,case_only,2026-05-12
International Journal of Quality Statistics and Reliability,"International Journal of Quality, Statistics, and Reliability",1,38,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
International journal of recent development in engineering and technology,International Journal of Recent Development in Engineering and Technology,15,24,39,high,case_only,2026-05-12
International journal of research in oncology,International Journal of Research in Oncology,1,38,39,high,case_only,2026-05-12
International Journal of Scientific Research in Civil Engineering,International journal of scientific research in civil engineering,15,24,39,high,case_only,2026-05-12
InTraders International Trade Academic Journal,Intraders international trade academic journal,2,37,39,high,case_only,2026-05-12
Inventor Jurnal Inovasi dan Tren Pendidikan Teknologi Informasi,Inventor: Jurnal Inovasi dan Tren Pendidikan Teknologi Informasi,15,24,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Iranian journal of oil & gas science and technology,Iranian Journal of Oil and Gas Science and Technology,3,36,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
I’tiqadiah Jurnal Hukum dan Ilmu-ilmu Kesyariahan,I’tiqadiah: Jurnal Hukum dan Ilmu-ilmu Kesyariahan,9,30,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
j. pendidik. ekon.,j.pendidik.ekon.,10,29,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
jabn,JABN,18,21,39,high,case_only,2026-05-12
Jagad Tani Jurnal Ilmu Pertanian,Jagad Tani: Jurnal Ilmu Pertanian,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
JIEMAN Journal of Islamic Educational Management,JIEMAN: Journal of Islamic Educational Management,5,34,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of accounting and auditing,Journal of Accounting and Auditing,2,37,39,high,case_only,2026-05-12
Journal of Al-Farabi for Engineering Sciences,Journal of Al-Farabi For Engineering Sciences,7,32,39,high,case_only,2026-05-12
Journal of Asian Health,Journal of Asian health,7,32,39,high,case_only,2026-05-12
Journal of biomolecular techniques,Journal of Biomolecular Techniques,10,29,39,high,case_only,2026-05-12
Journal of dental and craniofacial research,Journal of Dental and Craniofacial Research,1,38,39,high,case_only,2026-05-12
Journal of Digestive Diseases and Hepatology,Journal of digestive diseases and hepatology,7,32,39,high,case_only,2026-05-12
Journal of Herbal Medicine Research,Journal of herbal medicine research,13,26,39,high,case_only,2026-05-12
"Journal of information communication, and intelligence systems",Journal of Information Communication and Intelligence Systems,16,23,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal Of Institution And Sharia Finance,Journal of institution and sharia finance,1,38,39,high,case_only,2026-05-12
Journal of Intercultural Communication & Interactions Research,Journal of Intercultural Communication &amp; Interactions Research,11,28,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of interdisciplinary academic research,Journal of Interdisciplinary Academic Research,1,38,39,high,case_only,2026-05-12
Journal of investment management,Journal of Investment Management,1,38,39,high,case_only,2026-05-12
Journal of Medical Care Research and Review,Journal of medical care research and review,4,35,39,high,case_only,2026-05-12
Journal of Mediterranean Studies,Journal of Mediterranean studies,2,37,39,high,case_only,2026-05-12
Journal of Pharmaceutical Research Science & Technology,Journal of Pharmaceutical Research Science &amp; Technology,15,24,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of physical sciences.,Journal of Physical Sciences,16,23,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of technologies in society,Journal of Technologies in Society,1,38,39,high,case_only,2026-05-12
Journal of the Royal Statistical Society. Series A,"Journal of the Royal Statistical Society. Series A,",2,37,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Journal of Tourism Sciences Technology and Industry,"Journal of Tourism Sciences, Technology and Industry",6,33,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Jumuga journal of education, oral studies, and human sciences","Jumuga Journal of Education, Oral Studies, and Human Sciences",6,33,39,high,case_only,2026-05-12
Jurnal Antropologi Sumatera,Jurnal antropologi Sumatera,18,21,39,high,case_only,2026-05-12
Jurnal penelitian budaya,Jurnal Penelitian Budaya,1,38,39,high,case_only,2026-05-12
Kajian hukum,Kajian Hukum,19,20,39,high,case_only,2026-05-12
KENDURI : Jurnal Pengabdian dan Pemberdayaan Masyarakat,KENDURI Jurnal Pengabdian dan Pemberdayaan Masyarakat,2,37,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Khazanah Jurnal Sejarah dan Kebudayaan Islam,Khazanah: Jurnal Sejarah dan Kebudayaan Islam,2,37,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
LACULTOUR Journal of Language and Cultural Tourism,LACULTOUR: Journal of Language and Cultural Tourism,17,22,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Lifestyle Medicine Research &amp; Reviews,Lifestyle Medicine Research & Reviews,13,18,31,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Lifestyle Medicine Research and Reviews,Lifestyle Medicine Research & Reviews,8,18,26,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Madridge Journal of Dermatology &amp; Research,Madridge Journal of Dermatology & Research,4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
MariCorners Revista de Estudios Interdisciplinares LGTBIA+ y queer,MariCorners: Revista de Estudios Interdisciplinares LGTBIA+ y queer,11,28,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Media – Kultura – Społeczeństwo,Media - Kultura - Społeczeństwo,11,28,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Melayu Jurnal Antarabangsa Dunia Melayu,Melayu. Jurnal antarabangsa dunia melayu,6,33,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
"Messages, Sages, and Ages","Messages, Sages and Ages",9,30,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
MSB,msb,1,38,39,high,case_only,2026-05-12
Nilejbe,NileJBE,4,35,39,high,case_only,2026-05-12
OBETS : Revista de Ciencias Sociales,OBETS Revista de Ciencias Sociales,14,25,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
OBM genet,obm genet,4,34,38,high,case_only,2026-05-12
obm.genet.,obm genet,1,34,35,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Oil and Gas Technologies,Oil and Gas technologies,1,38,39,high,case_only,2026-05-12
on the w terfront Public Art Urban Design Civic Participation Urban Regeneration,on the w@terfront. Public Art.Urban Design.Civic Participation.Urban Regeneration,12,27,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Oud Holland – Journal for Art of the Low Countries,Oud Holland - Journal for Art of the Low Countries,1,38,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Parewa Saraq: Journal of Islamic Law and Fatwa Review,PAREWA SARAQ: JOURNAL OF ISLAMIC LAW AND FATWA REVIEW,6,29,35,high,case_only,2026-05-12
PAREWA SARAQ JOURNAL OF ISLAMIC LAW AND FATWA REVIEW,PAREWA SARAQ: JOURNAL OF ISLAMIC LAW AND FATWA REVIEW,4,29,33,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
PeerJ physical chemistry,PeerJ Physical Chemistry,1,38,39,high,case_only,2026-05-12
"PEM. Revista de Didáctica, Evaluación e Innovación","PEM Revista de Didáctica, Evaluación e Innovación",6,33,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Perspectives in Medical Virology,Perspectives in medical virology,1,38,39,high,case_only,2026-05-12
Proceedings of NAS RA Mathematics,Proceedings of NAS RA. Mathematics,17,22,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Proceedings of the International Conference on Future of Teaching and Education,Proceedings of The International Conference on Future of Teaching and Education,7,32,39,high,case_only,2026-05-12
Psihologia Revista științifico-practică = Psychology Scientific-practical journal,Psihologia. Revista științifico-practică = Psychology. Scientific-practical journal,19,20,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Public Goods &amp; Governance,PUBLIC GOODS & GOVERNANCE,16,23,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Public Research Journal of Engineering Data Technology and Computer Science,"Public Research Journal of Engineering, Data Technology and Computer Science",4,35,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
QAWWAM,qawwam,12,27,39,high,case_only,2026-05-12
READ,Read,16,19,35,high,case_only,2026-05-12
ReAD.,Read,4,19,23,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
Revista de Direito - Trabalho Sociedade e Cidadania,"Revista de Direito - Trabalho, Sociedade e Cidadania",15,24,39,high,punctuation_html_leading_the_ampersand_noise,2026-05-12
